id,text_string
toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.5,Tool: Samtools reheader. Description: copy SAM/BAM header between datasets. Category: SAM/BAM.
toolshed.g2.bx.psu.edu/repos/iuc/samtools_ampliconclip/samtools_ampliconclip/1.22+galaxy0,Tool: Samtools ampliconclip. Description: clip primer bases from bam files. Category: SAM/BAM.
toolshed.g2.bx.psu.edu/repos/iuc/mosdepth/mosdepth/0.3.11+galaxy0,Tool: mosdepth. Description: - fast and flexible depth coverage calculation. Category: SAM/BAM.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.30.0,Tool: bedtools LinksBed. Description: create a HTML page of links to UCSC locations. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.30.0+galaxy1,Tool: bedtools BED to BAM. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.30.0,Tool: bedtools MaskFastaBed. Description: use intervals to mask sequences from a FASTA file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.30.0+galaxy1,Tool: bedtools ShuffleBed. Description: randomly redistrubute intervals in a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.30.0,Tool: bedtools NucBed. Description: profile the nucleotide content of intervals in a FASTA file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.30.0+galaxy2,Tool: bedtools BAM to BED. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.30.0,Tool: bedtools TagBed. Description: tag BAM alignments based on overlaps with interval files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.30.0,Tool: bedtools ExpandBed. Description: replicate lines based on lists of values in columns. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,Tool: bedtools Genome Coverage. Description: compute the coverage over an entire genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.30.0,Tool: bedtools WindowBed. Description: find overlapping intervals within a window around an interval. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.30.0,Tool: bedtools JaccardBed. Description: calculate the distribution of relative distances between two files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.30.0.3,Tool: bedtools MapBed. Description: apply a function to a column for each overlapping interval. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.30.0+galaxy1,Tool: bedtools Intersect intervals. Description: find overlapping intervals in various ways. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.30.0,Tool: bedtools BED12 to BED6. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.30.0,Tool: bedtools GroupByBed. Description: group by common cols and summarize other cols. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.30.0,Tool: bedtools Merge BedGraph files. Description: combines coverage intervals from multiple BEDGRAPH files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.30.0,Tool: bedtools ClusterBed. Description: cluster overlapping/nearby intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.30.0,Tool: bedtools MakeWindowsBed. Description: make interval windows across a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.30.0+galaxy1,Tool: bedtools SlopBed. Description: adjust the size of intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.30.0+galaxy1,Tool: bedtools RandomBed. Description: generate random intervals in a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.30.0,Tool: bedtools BED to IGV. Description: create batch script for taking IGV screenshots. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_complementbed/2.30.0+galaxy1,Tool: bedtools ComplementBed. Description: Extract intervals not represented by an interval file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.30.0,Tool: bedtools Compute both the depth and breadth of coverage. Description: of features in file B on the features in file A (bedtools coverage). Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.30.0+galaxy1,Tool: bedtools FisherBed. Description: calculate Fisher statistic between two feature files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.30.0,Tool: bedtools MergeBED. Description: combine overlapping/nearby intervals into a single interval. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.30.0,Tool: bedtools MultiCovBed. Description: counts coverage from multiple BAMs at specific intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_overlapbed/2.30.0,Tool: bedtools OverlapBed. Description: computes the amount of overlap from two intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.30.0+galaxy1,Tool: bedtools FlankBed. Description: create new intervals from the flanks of existing intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.30.0,Tool: bedtools AnnotateBed. Description: annotate coverage of features from multiple files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.30.0+galaxy1,Tool: bedtools BEDPE to BAM. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.30.0,Tool: bedtools ReldistBed. Description: calculate the distribution of relative distances. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.30.0+galaxy1,Tool: bedtools getfasta. Description: use intervals to extract sequences from a FASTA file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.30.0,"Tool: bedtools ClosestBed. Description: find the closest, potentially non-overlapping interval. Category: BED."
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.30.0,Tool: bedtools SubtractBed. Description: remove intervals based on overlaps. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.30.0,Tool: bedtools Multiple Intersect. Description: identifies common intervals among multiple interval files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.30.0,Tool: bedtools SpacingBed. Description: reports the distances between features. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.30.0+galaxy1,Tool: bedtools SortBED. Description: order the intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.30.0+galaxy1,Tool: bedtools Compute both the depth and breadth of coverage. Description: of features in file B on the features in file A (bedtools coverage). Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.30.0+galaxy2,Tool: bedtools SortBED. Description: order the intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedops_sortbed/bedops-sort-bed/2.4.41,Tool: bedops sort-bed. Description:  . Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.31.1,Tool: bedtools LinksBed. Description: create a HTML page of links to UCSC locations. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.31.1+galaxy0,Tool: bedtools BED to BAM. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.31.1,Tool: bedtools MaskFastaBed. Description: use intervals to mask sequences from a FASTA file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.31.1+galaxy0,Tool: bedtools ShuffleBed. Description: randomly redistrubute intervals in a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.31.1,Tool: bedtools NucBed. Description: profile the nucleotide content of intervals in a FASTA file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.31.1+galaxy0,Tool: bedtools BAM to BED. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.31.1,Tool: bedtools TagBed. Description: tag BAM alignments based on overlaps with interval files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.31.1,Tool: bedtools ExpandBed. Description: replicate lines based on lists of values in columns. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.31.1,Tool: bedtools Genome Coverage. Description: compute the coverage over an entire genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.31.1,Tool: bedtools WindowBed. Description: find overlapping intervals within a window around an interval. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.31.1,Tool: bedtools JaccardBed. Description: calculate the distribution of relative distances between two files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.31.1.3,Tool: bedtools MapBed. Description: apply a function to a column for each overlapping interval. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.31.1+galaxy0,Tool: bedtools Intersect intervals. Description: find overlapping intervals in various ways. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.31.1,Tool: bedtools BED12 to BED6. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.31.1,Tool: bedtools GroupByBed. Description: group by common cols and summarize other cols. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.31.1,Tool: bedtools Merge BedGraph files. Description: combines coverage intervals from multiple BEDGRAPH files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.31.1,Tool: bedtools ClusterBed. Description: cluster overlapping/nearby intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.31.1,Tool: bedtools MakeWindowsBed. Description: make interval windows across a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.31.1+galaxy0,Tool: bedtools SlopBed. Description: adjust the size of intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.31.1+galaxy0,Tool: bedtools RandomBed. Description: generate random intervals in a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.31.1,Tool: bedtools BED to IGV. Description: create batch script for taking IGV screenshots. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_complementbed/2.31.1+galaxy0,Tool: bedtools ComplementBed. Description: Extract intervals not represented by an interval file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.31.1+galaxy0,Tool: bedtools Compute both the depth and breadth of coverage. Description: of features in file B on the features in file A (bedtools coverage). Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.31.1+galaxy0,Tool: bedtools FisherBed. Description: calculate Fisher statistic between two feature files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.31.1,Tool: bedtools MergeBED. Description: combine overlapping/nearby intervals into a single interval. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.31.1,Tool: bedtools MultiCovBed. Description: counts coverage from multiple BAMs at specific intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_overlapbed/2.31.1,Tool: bedtools OverlapBed. Description: computes the amount of overlap from two intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.31.1+galaxy0,Tool: bedtools FlankBed. Description: create new intervals from the flanks of existing intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.31.1,Tool: bedtools AnnotateBed. Description: annotate coverage of features from multiple files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.31.1+galaxy0,Tool: bedtools BEDPE to BAM. Description: converter. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.31.1,Tool: bedtools ReldistBed. Description: calculate the distribution of relative distances. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.31.1+galaxy0,Tool: bedtools getfasta. Description: use intervals to extract sequences from a FASTA file. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.31.1,"Tool: bedtools ClosestBed. Description: find the closest, potentially non-overlapping interval. Category: BED."
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.31.1,Tool: bedtools SubtractBed. Description: remove intervals based on overlaps. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.31.1,Tool: bedtools Multiple Intersect. Description: identifies common intervals among multiple interval files. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.31.1,Tool: bedtools SpacingBed. Description: reports the distances between features. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.31.1+galaxy0,Tool: bedtools SortBED. Description: order the intervals. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.31.1+galaxy1,Tool: bedtools ShuffleBed. Description: randomly redistrubute intervals in a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.31.1+galaxy0,Tool: bedtools GroupByBed. Description: group by common cols and summarize other cols. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.31.1+galaxy0,Tool: bedtools MakeWindowsBed. Description: make interval windows across a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.31.1+galaxy1,Tool: bedtools RandomBed. Description: generate random intervals in a genome. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.31.1+galaxy2,Tool: bedtools MergeBED. Description: combine overlapping/nearby intervals into a single interval. Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.31.1+galaxy1,"Tool: bedtools ClosestBed. Description: find the closest, potentially non-overlapping interval. Category: BED."
toolshed.g2.bx.psu.edu/repos/iuc/bedops_sortbed/bedops-sort-bed/2.4.42,Tool: bedops sort-bed. Description:  . Category: BED.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_tag2tag/bcftools_plugin_tag2tag/1.10+galaxy1,"Tool: bcftools tag2tag. Description: plugin Convert between similar tags, such as GL and GP. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_stats/bcftools_stats/1.10+galaxy1,Tool: bcftools stats. Description: Parses VCF or BCF and produces stats which can be plotted using plot-vcfstats. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_cnv/bcftools_cnv/1.10+galaxy1,Tool: bcftools cnv. Description: Call copy number variation from VCF B-allele frequency (BAF) and Log R Ratio intensity (LRR) values. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_tag2tag/bcftools_plugin_tag2tag/1.15.1+galaxy2,"Tool: bcftools tag2tag. Description: plugin Convert between similar tags, such as GL and GP. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_query/bcftools_query/1.15.1+galaxy2,Tool: bcftools query. Description: Extracts fields from VCF/BCF file and prints them in user-defined format. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_dosage/bcftools_plugin_dosage/1.15.1+galaxy2,Tool: bcftools dosage. Description: plugin genotype dosage. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_annotate/bcftools_annotate/1.15.1+galaxy2,Tool: bcftools annotate. Description: Annotate and edit VCF/BCF files. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_csq/bcftools_csq/1.15.1+galaxy2,Tool: bcftools csq. Description: Haplotype aware consequence predictor. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_filter/bcftools_filter/1.15.1+galaxy2,Tool: bcftools filter. Description: Apply fixed-threshold filters. Category: VCF/BCF.
