model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,link,min_width,target,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0.3,Samtools calmd,2.0.3,recalculate MD/NM tags,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_calmd%2Fsamtools_calmd%2F2.0.3,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_calmd,devteam,92ec40abcdcf,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.3,Samtools bedcov,2.0.3,calculate read depth for a set of genomic intervals,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_bedcov%2Fsamtools_bedcov%2F2.0.3,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_bedcov,devteam,46c6639921f1,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.15.1+galaxy0,Samtools split,1.15.1+galaxy0,BAM dataset on readgroups,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_split%2Fsamtools_split%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_split,devteam,bcedabb53ddf,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.4,Samtools stats,2.0.4,generate statistics for BAM dataset,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_stats%2Fsamtools_stats%2F2.0.4,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_stats,devteam,3a0efe14891f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.2,Slice,2.0.2,BAM by genomic regions,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""},{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_slice_bam%2Fsamtools_slice_bam%2F2.0.2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_slice_bam,devteam,344fc91e1bfd,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.2,Samtools reheader,2.0.2,copy SAM/BAM header between datasets,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_reheader%2Fsamtools_reheader%2F2.0.2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_reheader,devteam,bb8cfc6f6e0c,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamtools_split/2.5.1+galaxy0,Split,2.5.1+galaxy0,BAM datasets on variety of attributes,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools_split%2Fbamtools_split%2F2.5.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split,devteam,0a7b0989fa09,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.5.1+galaxy0,"Convert, Merge, Randomize",2.5.1+galaxy0,BAM datasets and perform other transformations,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools%2Fbamtools%2F2.5.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools,devteam,befc9dad4ca8,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.1+galaxy0,Filter,2.5.1+galaxy0,BAM datasets on a variety of attributes,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools_filter%2FbamFilter%2F2.5.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_filter,devteam,1dfd95ee241e,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_depth/samtools_depth/1.15.1+galaxy0,Samtools depth,1.15.1+galaxy0,compute the depth at each position or region,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_depth%2Fsamtools_depth%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_depth,iuc,56faa6a57e50,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_fastx/samtools_fastx/1.15.1+galaxy0,Samtools fastx,1.15.1+galaxy0,extract FASTA or FASTQ from alignment files,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_fastx%2Fsamtools_fastx%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_fastx,iuc,b3d99709fe1a,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_fixmate/samtools_fixmate/1.15.1+galaxy0,Samtools fixmate,1.15.1+galaxy0,"fill mate coordinates, ISIZE and mate related flags",[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_fixmate%2Fsamtools_fixmate%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_fixmate,iuc,41e36c99a008,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_markdup/samtools_markdup/1.15.1+galaxy0,Samtools markdup,1.15.1+galaxy0,marks duplicate alignments,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_markdup%2Fsamtools_markdup%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_markdup,iuc,b5527cc104ab,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_merge/samtools_merge/1.15.1+galaxy0,Samtools merge,1.15.1+galaxy0,merge multiple sorted alignment files,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_merge%2Fsamtools_merge%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_merge,iuc,36677f429310,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_phase/samtools_phase/2.0.2,Samtools phase,2.0.2,call and phase heterozygous SNPs,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_phase%2Fsamtools_phase%2F2.0.2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_phase,devteam,1e5880498f52,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.15.1+galaxy0,Samtools view,1.15.1+galaxy0,"- reformat, filter, or subsample SAM, BAM or CRAM",[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_view%2Fsamtools_view%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_view,iuc,5826298f6a73,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_ampliconclip/samtools_ampliconclip/1.15.1+galaxy0,Samtools ampliconclip,1.15.1+galaxy0,clip primer bases from bam files,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_ampliconclip%2Fsamtools_ampliconclip%2F1.15.1%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_ampliconclip,iuc,5f3ea90dc6ae,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,revertR2orientationInBam,0.0.2,Revert the mapped orientation of R2 mates in a bam.,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Flldelisle%2Frevertr2orientationinbam%2FrevertR2orientationInBam%2F0.0.2,-1,galaxy_main,sam_bam,SAM/BAM,regular,revertr2orientationinbam,lldelisle,21ddefab2e4f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.3,Samtools stats,2.0.3,generate statistics for BAM dataset,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_stats%2Fsamtools_stats%2F2.0.3,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_stats,devteam,1cc79f49b8d5,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamtools_split/2.5.2+galaxy0,Split,2.5.2+galaxy0,BAM datasets on variety of attributes,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools_split%2Fbamtools_split%2F2.5.2%2Bgalaxy0,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split,devteam,96c9315b0e29,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.5.2+galaxy1,Operate on and transform BAM,2.5.2+galaxy1,datasets in various ways,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools%2Fbamtools%2F2.5.2%2Bgalaxy1,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools,devteam,ddb22028b552,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,Filter BAM,2.5.2+galaxy1,datasets on a variety of attributes,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools_filter%2FbamFilter%2F2.5.2%2Bgalaxy1,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_filter,devteam,108db6635177,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_markdup/samtools_markdup/1.15.1+galaxy1,Samtools markdup,1.15.1+galaxy1,marks duplicate alignments,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_markdup%2Fsamtools_markdup%2F1.15.1%2Bgalaxy1,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_markdup,iuc,ce32171c6d44,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_mapped/bamtools_split_mapped/2.5.2+galaxy1,Split BAM by reads mapping status,2.5.2+galaxy1,into a mapped and an unmapped dataset,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbamtools_split_mapped%2Fbamtools_split_mapped%2F2.5.2%2Bgalaxy1,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split_mapped,iuc,6dbef7ea2253,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_paired/bamtools_split_paired/2.5.2+galaxy1,Split BAM into paired- and single-end,2.5.2+galaxy1,reads datasets,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbamtools_split_paired%2Fbamtools_split_paired%2F2.5.2%2Bgalaxy1,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split_paired,iuc,5325e44297b9,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_ref/bamtools_split_ref/2.5.2+galaxy1,Split BAM by reference,2.5.2+galaxy1,into a dataset list collection,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbamtools_split_ref%2Fbamtools_split_ref%2F2.5.2%2Bgalaxy1,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split_ref,iuc,9b520009db81,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_tag/bamtools_split_tag/2.5.2+galaxy1,Split BAM by read tag value,2.5.2+galaxy1,into a dataset list collection,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbamtools_split_tag%2Fbamtools_split_tag%2F2.5.2%2Bgalaxy1,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split_tag,iuc,e30af4e78cd3,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.5,Samtools sort,2.0.5,order of storing aligned sequences,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_sort%2Fsamtools_sort%2F2.0.5,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_sort,devteam,d54a4df48867,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.7,Samtools mpileup,2.1.7,multi-way pileup of variants,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""},{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_mpileup%2Fsamtools_mpileup%2F2.1.7,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_mpileup,devteam,b61f5d6a7f25,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0.5,Samtools flagstat,2.0.5,tabulate descriptive stats for BAM datset,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""},{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_flagstat%2Fsamtools_flagstat%2F2.0.5,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_flagstat,devteam,fefd89ab563c,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0.4,BAM-to-SAM,2.0.4,convert BAM to SAM,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbam_to_sam%2Fbam_to_sam%2F2.0.4,-1,galaxy_main,sam_bam,SAM/BAM,regular,bam_to_sam,devteam,3c661e57a88f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0.5,Samtools idxstats,2.0.5,reports stats of the BAM index file,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_idxstats%2Fsamtools_idxstats%2F2.0.5,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_idxstats,devteam,fa5d3e61e429,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0.4,Samtools calmd,2.0.4,recalculate MD/NM tags,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_calmd%2Fsamtools_calmd%2F2.0.4,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_calmd,devteam,26b4f9f98aca,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.4,Samtools bedcov,2.0.4,calculate read depth for a set of genomic intervals,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_bedcov%2Fsamtools_bedcov%2F2.0.4,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_bedcov,devteam,6856f8a01905,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.15.1+galaxy2,Samtools split,1.15.1+galaxy2,BAM dataset on readgroups,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_split%2Fsamtools_split%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_split,devteam,bd850490c7f1,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.5,Samtools stats,2.0.5,generate statistics for BAM dataset,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_stats%2Fsamtools_stats%2F2.0.5,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_stats,devteam,541082d03bef,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.3,Slice,2.0.3,BAM by genomic regions,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""},{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_slice_bam%2Fsamtools_slice_bam%2F2.0.3,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_slice_bam,devteam,b8beef827165,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.3,Samtools reheader,2.0.3,copy SAM/BAM header between datasets,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_reheader%2Fsamtools_reheader%2F2.0.3,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_reheader,devteam,85e38b31e8b3,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_depth/samtools_depth/1.15.1+galaxy2,Samtools depth,1.15.1+galaxy2,compute the depth at each position or region,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_depth%2Fsamtools_depth%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_depth,iuc,971dc85e9441,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_fastx/samtools_fastx/1.15.1+galaxy2,Samtools fastx,1.15.1+galaxy2,extract FASTA or FASTQ from alignment files,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_fastx%2Fsamtools_fastx%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_fastx,iuc,66e23b11feae,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_fixmate/samtools_fixmate/1.15.1+galaxy2,Samtools fixmate,1.15.1+galaxy2,"fill mate coordinates, ISIZE and mate related flags",[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_fixmate%2Fsamtools_fixmate%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_fixmate,iuc,e5ece8fa99de,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_markdup/samtools_markdup/1.15.1+galaxy2,Samtools markdup,1.15.1+galaxy2,marks duplicate alignments,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_markdup%2Fsamtools_markdup%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_markdup,iuc,a389f74c3630,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_merge/samtools_merge/1.15.1+galaxy2,Samtools merge,1.15.1+galaxy2,merge multiple sorted alignment files,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_merge%2Fsamtools_merge%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_merge,iuc,65a38e8c8e2a,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.15.1+galaxy2,Samtools view,1.15.1+galaxy2,"- reformat, filter, or subsample SAM, BAM or CRAM",[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_view%2Fsamtools_view%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_view,iuc,6be888be75f9,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/samtools_ampliconclip/samtools_ampliconclip/1.15.1+galaxy2,Samtools ampliconclip,1.15.1+galaxy2,clip primer bases from bam files,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsamtools_ampliconclip%2Fsamtools_ampliconclip%2F1.15.1%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_ampliconclip,iuc,6a8febad1f6c,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.5.2+galaxy2,Operate on and transform BAM,2.5.2+galaxy2,datasets in various ways,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools%2Fbamtools%2F2.5.2%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools,devteam,970e6333f07e,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy2,Filter BAM,2.5.2+galaxy2,datasets on a variety of attributes,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbamtools_filter%2FbamFilter%2F2.5.2%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_filter,devteam,993b19f20c76,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_mapped/bamtools_split_mapped/2.5.2+galaxy2,Split BAM by reads mapping status,2.5.2+galaxy2,into a mapped and an unmapped dataset,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbamtools_split_mapped%2Fbamtools_split_mapped%2F2.5.2%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split_mapped,iuc,fa7b5520ae53,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_paired/bamtools_split_paired/2.5.2+galaxy2,Split BAM into paired- and single-end,2.5.2+galaxy2,reads datasets,[],,[],[],,true,"[{""value"":""bamtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbamtools_split_paired%2Fbamtools_split_paired%2F2.5.2%2Bgalaxy2,-1,galaxy_main,sam_bam,SAM/BAM,regular,bamtools_split_paired,iuc,75d5afa09972,toolshed.g2.bx.psu.edu
